"","gemeinde_name","tooltip","total","gemeinde_nummer","gemeinde_d"
"384","Bühl","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,734,"Bühl"
"385","Aeschi bei Spiez","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,562,"Aeschi bei Spiez"
"386","Seehof","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,709,"Seehof"
"387","Saanen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,843,"Saanen"
"388","Innertkirchen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,784,"Innertkirchen"
"389","Kandergrund","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,564,"Kandergrund"
"390","Beatenberg","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,571,"Beatenberg"
"391","Gurbrü","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£26.2$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.2,665,"Gurbrü"
"392","Landiswil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,613,"Landiswil"
"393","Rohrbachgraben","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,339,"Rohrbachgraben"
"394","Wald (BE)","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,888,"Wald BE"
"395","Bönigen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,572,"Bönigen"
"396","Grindelwald","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£26.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.7,576,"Grindelwald"
"397","Nenzlingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£26.95$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0.75$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.95,2789,"Nenzlingen"
"398","Bure","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.9$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.7$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.9,6778,"Bure"
"399","Pleigne","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.9$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.7$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.9,6719,"Pleigne"
"400","Buchholterberg","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.95$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0.75$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.95,923,"Buchholterberg"
"401","Sorvilier","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,711,"Sorvilier"
"402","Tavannes","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,713,"Tavannes"
"403","Belprahon","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,681,"Belprahon"
"404","Rumendingen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,421,"Rumendingen"
"405","Aeschi (SO)","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.3$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.1$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.3,2511,"Aeschi SO"
"406","Schwanden bei Brienz","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£26.2$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.2,592,"Schwanden bei Brienz"
"407","Laufen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,2787,"Laufen"
"408","Bourrignon","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.9$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.7$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.9,6703,"Bourrignon"
"409","Vinelz","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,502,"Vinelz"
"410","Höchstetten","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£26.2$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.2,410,"Höchstetten"
"411","Heimiswil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,407,"Heimiswil"
"412","Zielebach","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.3$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.1$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.3,556,"Zielebach"
"413","Kriegstetten","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.2$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.2,2525,"Kriegstetten"
"414","Flumenthal","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.3$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.1$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.3,2545,"Flumenthal"
"415","Niederried b. Interlaken","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£26.2$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",26.2,588,"Niederried bei Interlaken"
"416","Reisiswil","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,336,"Reisiswil"
"417","Toffen","$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Netzbetreiber$/th£$th£Total$/th£$th£Energie$/th£$th£Abgaben$/th£$th£Netznutzung$/th£$th£Netzzuschlag$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.7$/td£$td style='text-align:right@'£10.89$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£",27.7,884,"Toffen"
