"","gemeinde_nummer","gemeinde_f","total","tooltip"
"47",3251,"Altstätten",31.4,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Technische Betriebe Altstätten$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.4$/td£$td style='text-align:right@'£15.7$/td£$td style='text-align:right@'£1.05$/td£$td style='text-align:right@'£12.35$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"48",3311,"Amden",30.67,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£St. Gallisch-Appenzellische Kraftwerke AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.67$/td£$td style='text-align:right@'£15.94$/td£$td style='text-align:right@'£0.6$/td£$td style='text-align:right@'£11.83$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"49",4881,"Amlikon-Bissegg",29.79,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Amlikon-Bissegg§ Stromversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.79$/td£$td style='text-align:right@'£13.5$/td£$td style='text-align:right@'£0.5$/td£$td style='text-align:right@'£13.49$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"50",4191,"Ammerswil",29.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£AEW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.93$/td£$td style='text-align:right@'£15.09$/td£$td style='text-align:right@'£0.67$/td£$td style='text-align:right@'£11.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"51",4461,"Amriswil",32.71,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Regio Energie Amriswil (REA¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.71$/td£$td style='text-align:right@'£14.93$/td£$td style='text-align:right@'£0.6$/td£$td style='text-align:right@'£14.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"52",921,"Amsoldingen",28.6,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£BKW Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.6$/td£$td style='text-align:right@'£11.39$/td£$td style='text-align:right@'£1.5$/td£$td style='text-align:right@'£13.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"53",3701,"Andeer",13.29,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Gemeinde Andeer§ Elektrizitätswesen$/td£$td style='background-color:#436b88@color:white@text-align:right@'£13.29$/td£$td style='text-align:right@'£6.21$/td£$td style='text-align:right@'£4$/td£$td style='text-align:right@'£0.78$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"54",291,"Andelfingen",27.51,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerke des Kantons Zürich (EKZ¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.51$/td£$td style='text-align:right@'£15.73$/td£$td style='text-align:right@'£0.16$/td£$td style='text-align:right@'£9.31$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£Gemeinde Andelfingen§ Stromversorgung$/td£$td style='background-color:#436b88@color:white@text-align:right@'£22.3$/td£$td style='text-align:right@'£11.99$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£8.01$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"55",1202,"Andermatt",30.93,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätswerk Ursern$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.93$/td£$td style='text-align:right@'£13.4$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£15.23$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"56",3441,"Andwil (SG)",33.2,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektra Andwil Stromversorgung$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£33.2$/td£$td style='text-align:right@'£16.75$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£14.15$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"57",6602,"Anières",25.13,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Services industriels de Genève$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£25.13$/td£$td style='text-align:right@'£10.5$/td£$td style='text-align:right@'£1.41$/td£$td style='text-align:right@'£10.92$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"58",6252,"Anniviers",28.53,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£OIKEN SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.53$/td£$td style='text-align:right@'£16.4$/td£$td style='text-align:right@'£1.03$/td£$td style='text-align:right@'£8.8$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"59",2841,"Anwil",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"60",3101,"Appenzell",28.63,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Feuerschaugemeinde Appenzell§ Energie- und Wasserversorgung$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.63$/td£$td style='text-align:right@'£14.8$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.53$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"61",5143,"Aranno",27.78,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Aziende Industriali di Lugano (AIL¢ SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.78$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£12$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"62",6261,"Arbaz",28.53,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£OIKEN SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.53$/td£$td style='text-align:right@'£16.4$/td£$td style='text-align:right@'£1.03$/td£$td style='text-align:right@'£8.8$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"63",5001,"Arbedo-Castione",27.04,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Azienda Multiservizi Bellinzona (AMB¢$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£27.04$/td£$td style='text-align:right@'£12.06$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£10.45$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"64",2881,"Arboldswil",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"65",4401,"Arbon",29.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Arbon Energie AG$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.36$/td£$td style='text-align:right@'£12.34$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£13.72$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"66",381,"Arch",33.81,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Einwohnergemeinde Arch§ Elektrizitätsversorgung$/td£$td style='background-color:#d13728@color:black@text-align:right@'£33.81$/td£$td style='text-align:right@'£17.8$/td£$td style='text-align:right@'£0.5$/td£$td style='text-align:right@'£13.21$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"67",6021,"Ardon",26.64,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Genedis SA$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£26.64$/td£$td style='text-align:right@'£12.5$/td£$td style='text-align:right@'£0.96$/td£$td style='text-align:right@'£10.88$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"68",2821,"Arisdorf",31.88,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£EBL (Genossenschaft Elektra Baselland¢$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£31.88$/td£$td style='text-align:right@'£13.05$/td£$td style='text-align:right@'£0.34$/td£$td style='text-align:right@'£16.2$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"69",4222,"Aristau",30.85,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektrizitätsgenossenschaft Aristau$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£30.85$/td£$td style='text-align:right@'£15.63$/td£$td style='text-align:right@'£0.3$/td£$td style='text-align:right@'£12.63$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"70",2763,"Arlesheim",32.64,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Primeo Netz AG$/td£$td style='background-color:#ee923c@color:black@text-align:right@'£32.64$/td£$td style='text-align:right@'£15.26$/td£$td style='text-align:right@'£0.61$/td£$td style='text-align:right@'£14.47$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"71",5701,"Arnex-sur-Nyon",29.66,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.66$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£0.62$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"72",5743,"Arnex-sur-Orbe",30.36,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Romande Energie SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£30.36$/td£$td style='text-align:right@'£12.81$/td£$td style='text-align:right@'£1.32$/td£$td style='text-align:right@'£13.93$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"73",4061,"Arni (AG)",29.25,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Elektra Genossenschaft Arni-Islisberg$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£29.25$/td£$td style='text-align:right@'£15.5$/td£$td style='text-align:right@'£0$/td£$td style='text-align:right@'£11.45$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"74",602,"Arni (BE)",38.33,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Arni Energie AG$/td£$td style='background-color:#d13728@color:black@text-align:right@'£38.33$/td£$td style='text-align:right@'£18.62$/td£$td style='text-align:right@'£1$/td£$td style='text-align:right@'£16.41$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"75",5144,"Arogno",27.78,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Aziende Industriali di Lugano (AIL¢ SA$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£27.78$/td£$td style='text-align:right@'£11.25$/td£$td style='text-align:right@'£2.23$/td£$td style='text-align:right@'£12$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
"76",3921,"Arosa",25.56,"$table style='width:100%@'£$thead£$tr style='background-color:#f0f0f0@'£$th£Fournisseur$/th£$th£Total$/th£$th£Énergie$/th£$th£Taxes$/th£$th£Utilisation du réseau$/th£$th£Supplément de réseau$/th£$/tr£$/thead£$tbody£$tr£$td£Arosa Energie$/td£$td style='background-color:#b0dac2@color:black@text-align:right@'£25.56$/td£$td style='text-align:right@'£7.65$/td£$td style='text-align:right@'£2.1$/td£$td style='text-align:right@'£13.51$/td£$td style='text-align:right@'£2.3$/td£$/tr£$tr£$td£IBC Energie Wasser Chur (IBC¢$/td£$td style='background-color:#e6cc84@color:black@text-align:right@'£28.89$/td£$td style='text-align:right@'£12.38$/td£$td style='text-align:right@'£2$/td£$td style='text-align:right@'£12.21$/td£$td style='text-align:right@'£2.3$/td£$/tr£$/tbody£$/table£"
